"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The Impact of Artificial Intelligence in Recruitment and Selection Processes in IT Companies","T. Madhavi; A. Kaveri","School of Commerce and Management, Mohan Babu University, Tirupati, India; School of Commerce and Management, Mohan Babu University, Tirupati, India","2024 16th International Conference on Electronics, Computers and Artificial Intelligence (ECAI)","30 Jul 2024","2024","","","1","5","The research explores the hiring and selection processes of Information Technology (IT) firms in Hyderabad, with a focus on state-of-the-art technologies such as Artificial Intelligence (AI), chat platforms, social media, and virtual reality. It seeks to comprehend the strategies employed in talent acquisition amidst Hyderabad’s ascent as an IT center. Artificial Intelligence has notably expedited candidate identification and screening, while chat boards and social media platforms facilitate community-building and engagement with potential hires. Virtual Reality adds an immersive dimension to recruitment experiences. Employing a quantitative survey methodology, the study aims to assess the impact of these technologies on talent acquisition within Hyderabad’s IT industry. The findings aspire to offer valuable insights for strategic decision-making in the competitive IT arena. Emphasizing the importance of recruitment processes in acquiring skilled personnel, the research examines prevalent practices and challenges encountered by IT companies in Hyderabad. It concludes that effective recruitment practices are widespread in the region. Furthermore, the study sheds light on how leading IT enterprises leverage AI, Chabot’s, Social Media, and Virtual Reality to revamp their recruitment and selection approaches, evaluating the drivers, obstacles, and efficacy of these technologies in attracting top talent and enhancing the candidate experience amidst Hyderabad’s evolving IT landscape.","","979-8-3503-7115-4","10.1109/ECAI61503.2024.10607464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10607464","Artificial Intelligence;Chatbot;Social Recruitment;Virtual Reality;Talent Acquisition;Recruitment and Selection","Industries;Training;Social networking (online);Customer services;Virtual reality;Companies;Time factors","","","","24","IEEE","30 Jul 2024","","","IEEE","IEEE Conferences"
"Construction of Enterprise Business Management Analysis Framework in the Development of Artificial Intelligence","M. Song; X. Chen","Nanchang Vocational University, Nanchang, China; Nanchang Vocational University, Nanchang, China",2021 International Conference on Computer Information Science and Artificial Intelligence (CISAI),"28 Feb 2022","2021","","","689","692","In this era of rapid development, artificial intelligence has gradually entered our life, as a will be applied to the global technology, artificial intelligence in many fields have broad application prospects, artificial intelligence as the product of social development and technological innovation, has become a new round of scientific and technological innovation and the core driving force, is on the world economy, social progress and people’s life has had an extremely profound impact. The commercial application of artificial intelligence will change the internal operation and production and operation process of enterprises, and brings many challenges and reform opportunities for enterprise management. Article for the impact of artificial intelligence on the enterprise business management, analyze the application of enterprise business management and the impact of the technology application to the enterprise, and combined with some possible problems, in order to make artificial intelligence technology can be better applied in the enterprise management, put forward part of the corresponding solutions.","","978-1-6654-0692-5","10.1109/CISAI54367.2021.00139","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9718926","Artificial intelligence;enterprise management","Technological innovation;Information science;Force;Production;Artificial intelligence;Business","","2","","13","IEEE","28 Feb 2022","","","IEEE","IEEE Conferences"
"Study of perception on the use of generative artificial intelligence in higher-level students","K. C. Castillo; X. M. Zárate Hernández; L. A. Gazca Herrera; J. Garizurieta Bernabe","Faculty of Administrative and Social Sciences, Universidad Veracruzana, Xalapa, Veracruz, México; Faculty of Administrative and Social Sciences, Universidad Veracruzana, Xalapa, Veracruz, México; Faculty of Accounting and Administration, Universidad Veracruzana, Xalapa, Veracruz, México; Faculty of Accounting and Administration, Universidad Veracruzana, Xalapa, Veracruz, México",2024 IEEE International Conference on Engineering Veracruz (ICEV),"29 Nov 2024","2024","","","1","5","Generative Artificial Intelligence (GAI) tools are advanced systems capable of generating content in formats such as text, images, or videos, which has been transforming fields such as education. However, excessive use of these tools may result in students not fully utilizing their own skills, thereby diminishing their critical thinking, analytical abilities, and information search skills. This research aims to study the perceptions of higher education students regarding GAI tools to assess their experiences with the usefulness of these instruments and their impact on learning. To achieve this, a non-experimental, comparative, descriptive research approach with a quantitative focus was employed, involving theoretical and conceptual processing. An instrument was designed to measure dimensions such as ethics, experience, usefulness, and quality. Finally, the results revealed that students use and understand basic concepts of GAI tools, recognize their limitations, and are thus familiar with them. The study also identified certain risks related to students' perception of these tools as substitutes for their teachers rather than as supportive aids and noted that they are perceived as potentially diminishing students' learning capacity.","","979-8-3503-9161-9","10.1109/ICEV63254.2024.10765939","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10765939","Higher education;learning process;generative artificial intelligence","Ethics;Generative AI;Instruments;Education;Organizations;Information retrieval;Problem-solving;Videos","","","","13","IEEE","29 Nov 2024","","","IEEE","IEEE Conferences"
"Role of Generative Artificial Intelligence and Work Environment on the Motivation of Workers","A. P. Dharmawan; N. Hartantono; Lasmy","Business School, Undergraduate Program Bina Nusantara University, Jakarta, Indonesia; Business School, Undergraduate Program Bina Nusantara University, Jakarta, Indonesia; Business School, Undergraduate Program Bina Nusantara University, Jakarta, Indonesia",2024 3rd International Conference on Creative Communication and Innovative Technology (ICCIT),"8 Oct 2024","2024","","","1","5","This study examines the impact of Generative Artificial Intelligence (GAI) and the work environment on the motivation of formal workers in DKI Jakarta Province. Using IBM SPSS 29 for data analysis, 402 formal workers participated via online questionnaires. Results indicate that GAI positively correlates with work motivation (regression coefficient=0.71, t = 10.98, p < 0.001). Likewise, a favourable work climate considerably boosts motivation (β = 0.63, t = 12.21, p < 0.001). Also, the work environment was found to have a significant indirect effect on the GAI-motivation relationship (β = 0.55, p < 0.001). The results of this research imply that the implementation of sophisticated AI technologies and a favourable organisational climate are the keys to increasing employees’ effectiveness and engagement. Despite the study’s short data collection period, the results are indicative. Strategic investments in GAI and improvements in the work environment could significantly enhance the motivation of Jakarta’s 3.08 million formal workers. This paper provides valuable insights into leveraging GAI and work environment factors to improve employee well-being in Jakarta’s dynamic work context.","","979-8-3503-6749-2","10.1109/ICCIT62134.2024.10701197","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10701197","Generative Artificial Intelligence;Work Environment;Work Motivation","Employee welfare;Technological innovation;Data analysis;Generative AI;Urban areas;Organizations;Data collection;Meteorology;Investment","","","","41","IEEE","8 Oct 2024","","","IEEE","IEEE Conferences"
"Research on the Acceptance Behavior of Accounting Professionals towards Large Language Models and Generative Artificial Intelligence: An Analysis Based on ChatGPT","Y. Zhu; B. Bai; Y. Zhang; Q. Su; H. Shang; S. Mao","Business School, Jiangsu Normal University, Xuzhou, China; Business School, Jiangsu Normal University, Xuzhou, China; Business School, Jiangsu Normal University, Xuzhou, China; Business School, Jiangsu Normal University, Xuzhou, China; Business School, Jiangsu Normal University, Xuzhou, China; Business School, Jiangsu Normal University, Xuzhou, China",2024 IEEE 12th International Conference on Computer Science and Network Technology (ICCSNT),"6 Dec 2024","2024","","","24","28","As generative artificial intelligence (AI), such as ChatGPT, permeates into our lives, its unparalleled application value has been showcased. This study delves into the accounting domain, examining professionals' acceptance behavior towards large language models (LLMs) and generative AI. Six hypotheses were proposed, and an initial technology acceptance model was developed based on the Unified Theory of Acceptance and Use of Technology (UTAUT) framework. Structural Equation Modeling (SEM) was employed to assess the research model, utilizing data from an empirical survey of 451 accounting professionals in China. The findings suggest that acceptance behavior is primarily influenced by perceived risk, personal innovation, community influence, and technological advancements. Notably, the moderating factor does not significantly impact usage intention.","2690-5892","979-8-3503-5079-1","10.1109/ICCSNT62291.2024.10776725","National Social Science Fund of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10776725","accounting;large language models;generative artificial intelligence;ChatGPT;acceptance behavior;unified theory of acceptance and use of technology","Training;Surveys;Technological innovation;Technology acceptance model;Generative AI;Large language models;Standards organizations;Chatbots;Mathematical models;Data models","","","","17","IEEE","6 Dec 2024","","","IEEE","IEEE Conferences"
"An investigation into the Impact of Artificial Intelligence on the Future of Project Management","A. Alshaikhi; M. Khayyat","Department of Information Sysems and Technology, College of Computer Science and Engineering, University of Jeddah, Jeddah, Kingdom of Saudi Arabia; Department of Information Sysems and Technology, College of Computer Science and Engineering, University of Jeddah, Jeddah, Kingdom of Saudi Arabia",2021 International Conference of Women in Data Science at Taif University (WiDSTaif ),"24 May 2021","2021","","","1","4","The purpose of the study is to investigate the impact of Artificial Intelligence on the future of Project Management. This study provides detailed conceptual information about Artificial Intelligence and different perspectives. Artificial Intelligence is defined as the new technical discipline, which would develop an application system, a technological method in order to simulate the expansion and extension of human intelligence. This research is a review that discusses how artificial intelligence affects project management. The paper has discussed various benefits of AI adoption and its implementation. The results show that technology and AI cannot replace the human mind. Machine and other AI robots can automate tools and tasks, but at the end of the day, machines need human help to operate and monitor.","","978-1-6654-4948-9","10.1109/WiDSTaif52235.2021.9430234","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9430234","Artificial Intelligence;Automation;Project Management;Machine Learning","Productivity;Human intelligence;Project management;Learning (artificial intelligence);Tools;Data science;Artificial intelligence","","5","","24","IEEE","24 May 2021","","","IEEE","IEEE Conferences"
"Generative Artificial Intelligence in Collaborative Ideation: Educational Insight From Fashion Students","S. J. Kim","Department of Clothing and Textiles, Changwon National University, Changwon-si, South Korea",IEEE Access,"8 Apr 2024","2024","12","","49261","49274","Image-generating AI provides diverse sources for ideation in fashion design education. This study explores how collaborative fashion ideation with AI influences image thinking and creativity in a changing media environment. The research method employed design workshops and in-depth interviews with 10 students. The findings reveal that collaborative fashion ideation with AI influences image thinking through visual expansion, exploration of its applicability in fashion, and identifying and lack of sociocultural understanding and identity in idea combination. Collaborative fashion ideation with AI emphasizes creative properties, such as originality, fluency, and flexibility. The results of design workshops, evaluated by experts, indicate higher originality and novelty compared to the control group. The results imply that various factors, such as individual aesthetic presence and the identity of fashion brands, contribute to fashion ideation. Therefore, in collaborative ideation with AI, rather than relying solely on AI tools, it is essential to perceive and approach them as auxiliary tools. This study contributes to elucidating students’ image thinking and creative attributes in fashion ideation, highlighting the impact of collaborative ideation with AI.","2169-3536","","10.1109/ACCESS.2024.3382194","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10479205","Generative artificial intelligence;humans-AI interaction;image thinking;collaborative creativity;fashion education","Artificial intelligence;Human computer interaction;Image processing;Creativity;Clothing industry;Visualization;Media;Design methodology;Collaboration","","2","","90","CCBYNCND","27 Mar 2024","","","IEEE","IEEE Journals"
"The Impact of Generative Artificial Intelligence-based Formative Feedback on the Mathematical Motivation of Chinese Grade 4 Students: a Case Study","W. Zheng; A. W. Cheung Tse","Facultv of Education, The University of Hong Kong, China; Facultv of Education, The University of Hong Kong, China","2023 IEEE International Conference on Teaching, Assessment and Learning for Engineering (TALE)","26 Jan 2024","2023","","","1","8","Formative assessment can be a powerful approach in influencing student mathematical motivation, and the emergence of generative artificial intelligence (AI) offers more possibilities to do so, especially when using feedback for formative assessment. Nonetheless, the literature review of this study found limited development and research on investigating the impact of using generative AI-based formative feedback on student mathematical motivation. Therefore, this study examined the impact of implementing Class Optimization Master, generative AI-based formative feedback software, in promoting student mathematical motivation. The study employed a case study on fourth-grade students in a primary school in China. Semi-structured interviews with 21 students and two teachers were conducted face-to-face. Then, the interview data were analyzed by thematic analysis based on the three-dimensions theoretical framework of Mathematical Motivation Scale: Beliefs, Engagement, and Attitude. This study found that the use of AI-generated formative feedback enhanced student mathematical motivation by (1) boosting confidence, promoting socio-emotional interaction, and raising the importance of mathematics; (2) rewarding and inspiring a preference for mathematics; and (3) stimulating interest and mental-physical effort. These results provide insights for educators to design how to make use of AI-generated formative feedback to promote mathematical learning. It nonetheless calls for more research using quantitative methods and from different perspectives on this topic.","","978-1-6654-5331-8","10.1109/TALE56641.2023.10398319","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10398319","formative feedback;generative artificial intelligence;mathematical motivation","Generative AI;Education;Learning (artificial intelligence);Boosting;Software;Interviews;Optimization","","","","61","IEEE","26 Jan 2024","","","IEEE","IEEE Conferences"
"Impact of Artificial Intelligence on Work","S. Sinha; S. Sinha; B. Kaur; Sheenam","Department of Computer Science and Engineering, Chandigarh University, Mohali; Department of Computer Science and Engineering, Chandigarh University, Mohali; Department of Computer Science and Engineering, Chandigarh University, Mohali; Department of Computer Science and Engineering, Chandigarh University, Mohali","2023 7th International Conference on Electronics, Materials Engineering & Nano-Technology (IEMENTech)","9 Feb 2024","2023","","","1","6","In today’s world the emergence of artificial intelligence (AI) will result in a transformation of characteristics of employment. Due to the Advancement in this sector which has enabled new forms of automation and increased efficiency, it will result in creating concerns about job displacement, inequality, and the potential loss of human jobs to machines. The study related to the effects of artificial intelligence (AI) on employment. It will result in highlighting the best possible advantages and obstacles linked to this advanced technology like artificial intelligence. This paper reviews the current research on the topic and shows findings from a survey of workers in other industries. According to the survey, we are successfully able to find employees who acknowledge the possible advantages of AI. However, they also express concerns regarding its effects on employment stability and its capability to worsen prevalent discrepancies. This paper concludes by promoting policy recommendations for addressing the problems associated with AI and ensuring that this technology is Adapted.","2767-9934","979-8-3503-0551-7","10.1109/IEMENTech60402.2023.10423502","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10423502","artificial intelligence (AI);work;automation;efficiency;productivity;job displacement;discrepancies","Surveys;Productivity;Machine learning algorithms;Employment;Prediction algorithms;Artificial intelligence;Task analysis","","","","11","IEEE","9 Feb 2024","","","IEEE","IEEE Conferences"
"Impact of Artificial Intelligence on Preventive Treatment of Disease of TCM Based on Big Data","L. Jin; H. Zhong; Y. Chen; C. Liu; X. Wang","Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China; Jiangxi University of Chinese Medicine, Nanchang, Jiangxi, China",2021 World Automation Congress (WAC),"8 Oct 2021","2021","","","193","196","By exploring the application of artificial intelligence technology in preventive treatment of disease of TCM, the impact of artificial intelligence in the field of preventive treatment of disease of TCM is analyzed, and the positive role of artificial intelligence in promoting is expounded. The development of social medical services, increasing the work efficiency of clinical diagnosis and treatment service of preventive treatment of disease of TCM, and promoting the development of health care under the background of TCM big data. At the same time, it explained the problems of lack of talents, technical imperfection and national acceptance in the application of artificial intelligence. The development of artificial intelligence has opened up new ideas for the development of preventive treatment of disease of TCM, which is of great significance to expand the influence of preventive treatment of disease of TCM in the world.","2154-4824","978-1-68524-111-7","10.23919/WAC50355.2021.9559573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9559573","Big Data;Artificial Intelligence;Health;Preventive Treatment of Disease of TCM","Automation;Big Data;Clinical diagnosis;Artificial intelligence;Diseases","","","","11","","8 Oct 2021","","","IEEE","IEEE Conferences"
"The Role and Impact of Artificial Intelligence on Retail Business and its Developments","Neha; S. Mohanty; B. S. Alfurhood; R. Bakhare; S. Poongavanam; R. Khanna","Department of Management, CV Raman Global University, Bhubaneswar, India; Department of Management, CV Raman Global University, Bhubaneswar, India; Department of CS, College of Computer Information Sciences, Princess Nourah Bint Abdulrahman University, Saudi Arabia; Department of Management, Dr. Ambedkar Institute of Management Studies and Research, Deekshbhoomi, India; Department of Management, Amet Business School, Amet University India; Department of Commerce Department, Graphic Era Deemed to be University, Dehradun, India",2023 International Conference on Artificial Intelligence and Smart Communication (AISC),"3 Apr 2023","2023","","","1098","1101","Artificial intelligence (AI) has become a popular buzzword in discourse. Programs, algorithms, systems, or robots that exhibit AI are referred as as intelligence. In a broader sense, it refers to a group of instruments that can increase a product's or service's intelligence or remedy. AI is having a significant impact on the retail industry. The purpose of this essay is to provide a conceptual framework for understanding artificial intelligence. Describes the use of artificial intelligence in several aspects of commerce and discusses the potential applications of AI in retail, concluding with a broad recommendation for future AI research. The popularity of artificial intelligence can be attributed to a variety of valid reasons. Take the following example into consideration. In order to set up future automatic bill payments, you must transfer funds from your savings account to your checking account at your retail bank. If you were dealing with conventional retail banking, you would have needed to go to the nearest branch and make a cash transfer. Human or automated teller machines would be used for this purpose. Mobile banking allows you to make transfers by simply logging into your device and selecting the appropriate button. What if your wearable device or smartphone could tell you what to do? To complete this transaction? During this process, you should seek advice from a professional. What are the best methods for managing your finances and making wise financial decisions? Erica is a voice-activated artificial intelligence-based virtual financial assistant available through Bank of America's mobile app. Additionally, Erica quick completion of the desired transaction, it also provides advice on a variety of financial matters, such as the capacity to reduce mortgage payments by adhering to option for refinancing, warning clients of suspicious activities in their accounts, displaying their most recent credit score as a result, and providing suggestions to improve it.Retail has seen the arrival of AI! Consumers' everyday routines and retail transactions are being influenced by it. Retail data continue to soar, with corporate data doubling every 1.2 years. Purchase information, online browsing information, and data from social media, mobile device activity, and client data on satisfaction. For instance, a merchant like Walmart has around one million exchanges per hour, adding 2.5 terabytes of information to the total. AI programs in retail are suitable for training on massive datasets. The development and usage of AI. Utilizing these expanding data, retailers are putting money into various AI applications. I estimate that shops will invest $6 billion on AI by 2022. AI has an effect on both the supply and demand sides. On AI is assisting retailers to better comprehend the demand side and anticipate consumer wants, as well as make the best choices to increase a customer's lifetime value. Regarding supply on the plus side, AI is making supply networks more effective. and enhance logistics and inventory control. AI is helping consumers and shoppers make decisions, their interaction with shops will change.","","979-8-3503-2230-9","10.1109/AISC56616.2023.10085624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10085624","Artificial intelligence;Value chain;Retail Technology;Business and Developments","Industries;Training;Supply and demand;Wearable computers;Supply chains;Transportation;Medical services","","","","16","IEEE","3 Apr 2023","","","IEEE","IEEE Conferences"
"Impact of Artificial Intelligence on Online Buying Behaviour in E-Commerce","R. Bansal; T. Bansal","Department of Management Studies, Vaish College of Engineering, Maharshi Dayanand University, Rohtak, India; Department of Management, MDU-CPAS, Maharshi Dayanand University, Rohtak, India",2023 International Conference on Advanced Computing & Communication Technologies (ICACCTech),"27 Feb 2024","2023","","","484","489","Online buying behavior has undergone substantial shifts as a result of e-commerce, which has transformed the way consumers shop. Online buying is a common option for people looking to buy products and services while relaxing in their homes because of how simple it is. E-commerce as a result has a significant impact on how people shop online. E-commerce impacts online purchasing behavior in a variety of ways, including the availability of information, convenience, affordability, and usability. E-commerce has consequently become a well-liked option for customers looking to make purchases online. However, the development of AI (Artificial Intelligence) in the e-commerce sector has had a big impact on consumers' online purchasing habits. With the aid of its tools, artificial intelligence analyses massive amounts of data, enhances search results, personalizes recommendations, and makes voice and visual search possible. As AI develops and becomes more sophisticated, it will have a bigger impact on how consumers behave when making purchases online. As a result, the current study proposed to investigate the impact of AI on buying behavior in the e-commerce sector. The study examines both the positive and negative effects of AI on consumers' online purchasing decisions. The study is conceptual in nature and collects data from secondary sources, such as books, reports, websites, newspapers, journals, and theses. Research practitioners and industries will benefit from the practical implications of current research.","","979-8-3503-8088-0","10.1109/ICACCTech61146.2023.00085","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10441671","E-commerce;online buying;AI (Artificial Intelligence);Online buying behavior;consumer behavior","Visualization;Behavioral sciences;Fraud;Electronic commerce;History;Artificial intelligence;Recommender systems","","2","","32","IEEE","27 Feb 2024","","","IEEE","IEEE Conferences"
